id,f1,f2,f3,f4,f5,f6,f7,f8,f9
633,766,3919,56,158,372,249,1070,50,248
634,4550,1608,56,158,407,316,919,20,316
635,7456,412,56,99,159,174,1596,50,177
636,4384,3849,56,158,215,249,893,50,248
637,6630,310,56,99,12,162,893,50,165
638,2536,2362,56,99,25,162,893,50,165
639,7306,2261,56,142,10,20,75,4,24
640,2327,2088,22,30,413,334,1908,4,334
641,3957,236,56,158,348,162,1193,50,165
642,2175,3917,56,142,399,162,1193,50,165
643,3768,3231,81,111,219,156,895,66,113
644,2250,3096,31,91,296,249,893,50,248
645,7075,1114,56,57,326,162,893,50,165
646,7484,94,56,16,374,194,443,66,198
647,6191,1641,56,142,32,8,726,4,9
648,2454,2981,56,142,157,274,726,4,274
649,6896,3401,98,134,222,156,895,66,113
650,1512,924,77,79,243,240,1788,66,178
651,224,2405,3,2,279,241,1030,8,240
652,3957,3557,56,158,366,17,44,65,20
653,5753,3650,56,57,230,231,1021,50,231
654,5770,1230,56,5,45,173,806,4,176
655,4462,2584,56,5,359,308,1819,48,250
656,940,1445,3,2,445,266,1484,65,265
657,178,2942,108,147,369,276,2247,27,276
658,5254,3295,56,142,423,162,893,50,165
659,614,877,56,43,155,162,893,50,165
660,557,1173,56,99,129,341,274,21,341
661,2543,1868,9,11,88,144,1010,56,149
662,7331,3114,56,16,313,249,893,50,248
663,1120,3889,56,5,448,162,1193,50,165
664,1247,3490,36,41,222,154,798,0,158
665,7401,2794,60,107,6,201,1525,39,180
666,1179,3424,83,113,216,240,2211,66,178
667,850,291,7,7,200,162,893,50,165
668,5209,307,56,70,370,162,1193,50,165
669,1120,2285,56,5,44,193,2310,43,197
670,4946,327,31,91,2,19,965,27,23
671,1116,1697,56,16,36,325,274,21,324
672,2866,2596,56,142,157,173,2273,4,176
673,7188,1416,56,33,324,162,893,50,165
674,1320,3832,56,70,364,249,893,50,248
675,2439,1943,9,65,57,249,2111,50,248
676,868,3923,56,142,376,252,462,50,252
677,6221,1380,37,44,284,13,2058,65,15
678,5293,2031,56,158,121,336,1917,27,336
679,109,3660,56,70,412,244,615,4,243
680,6032,4237,56,57,426,249,893,50,248
681,6864,3679,56,70,335,162,893,50,165
682,6118,3493,56,5,423,249,893,50,248
683,806,3888,124,68,154,118,1160,42,124
684,2837,75,1,0,111,162,1764,50,165
685,1968,146,13,60,240,299,1922,0,112
686,4921,3810,56,158,408,162,186,50,165
687,7239,2114,56,57,70,249,893,50,248
688,248,4164,56,33,146,164,2346,26,166
689,4356,1385,56,5,338,0,1193,50,0
690,4686,1579,56,158,372,162,1193,50,165
691,6501,1068,56,142,376,162,893,50,165
692,1120,4100,56,16,270,162,1193,50,165
693,381,2619,56,5,376,249,893,50,248
694,2849,1812,94,128,216,154,1616,0,158
695,2872,1553,56,142,197,325,1615,21,324
696,953,3000,56,33,400,247,1307,26,246
697,1676,1972,56,5,337,259,1054,43,259
698,5329,2419,56,142,347,341,274,21,341
699,224,496,74,101,157,90,175,48,92
700,1208,1557,80,110,330,8,275,4,9
701,6534,2605,7,61,252,179,1202,45,182
702,6191,1643,56,5,359,334,1732,4,334
703,7403,2074,124,68,222,156,907,66,113
704,1120,2415,56,158,348,249,893,50,248
705,2837,2023,56,158,215,162,893,50,165
706,1800,2490,56,142,127,0,2082,50,0
707,6218,1894,56,5,359,8,563,4,9
708,562,981,72,138,270,249,893,50,248
709,7407,1182,52,66,233,299,499,0,112
710,3531,1222,40,86,233,299,847,0,112
711,557,3420,56,57,356,249,893,50,248
712,7456,630,5,4,73,8,445,4,9
713,6467,1968,56,5,260,194,1095,66,198
714,7363,1724,56,158,195,192,269,9,196
715,953,2779,56,142,157,155,2164,48,159
716,5105,1195,3,2,69,241,1030,8,240
717,7441,893,56,57,234,4,757,39,5
718,2585,2474,88,120,32,241,1033,8,240
719,6737,168,56,5,413,194,1095,66,198
720,1528,1676,71,103,63,247,112,26,246
721,5524,2480,13,174,150,240,1419,66,178
722,1809,134,56,158,348,249,893,50,248
723,5305,2677,56,5,346,31,1793,65,156
724,2986,3889,56,5,448,162,1193,50,165
725,5684,1941,88,120,284,159,1531,66,162
726,109,2267,56,142,419,274,1732,4,274
727,4040,1301,66,84,216,299,1586,0,112
728,2188,481,56,16,382,341,274,21,341
729,2432,431,56,5,423,0,1528,50,0
730,5577,2133,85,115,259,156,955,66,113
731,1120,16,5,4,413,249,780,50,248
732,5621,143,102,140,233,299,499,0,112
733,7416,3768,56,158,348,162,893,50,165
734,953,2413,56,5,307,162,893,50,165
735,5725,1754,43,50,219,156,895,66,113
736,7502,2088,22,30,413,20,1780,4,24
737,3355,4230,56,16,417,316,300,20,316
738,1966,1008,119,162,233,299,1134,0,112
739,2456,2618,56,5,51,20,1780,4,24
740,2283,3756,56,16,37,162,893,50,165
741,498,3005,56,5,399,249,1193,50,248
742,1636,1727,56,158,254,48,1618,22,51
743,922,3873,100,137,397,169,1338,24,172
744,7456,2783,22,30,276,33,2345,8,37
745,2543,271,9,11,16,167,1799,39,169
746,6534,430,56,5,423,276,931,27,276
747,5620,3909,56,5,90,249,893,50,248
748,5542,3543,56,142,63,0,893,50,0
749,248,3846,37,44,342,249,893,50,248
750,4117,562,56,142,423,259,1342,43,259
751,3207,750,56,158,293,249,1193,50,248
752,817,4076,56,70,350,308,2164,48,250
753,2070,3680,56,99,269,0,916,50,0
754,6561,2574,83,113,240,160,889,0,163
755,6118,1642,56,5,34,20,1780,4,24
756,6416,486,39,46,233,306,108,0,307
757,964,1760,87,119,219,299,803,0,112
758,5251,3910,56,57,312,162,893,50,165
759,562,171,56,16,270,249,893,50,248
760,5941,3631,110,151,233,209,1315,58,210
761,1629,794,56,5,423,249,893,50,248
762,4692,1697,56,16,36,249,893,50,248
763,3179,2596,56,142,157,242,20,4,241
764,3283,976,56,163,28,36,1196,24,40
765,5742,2144,45,124,219,154,881,0,158
766,3480,3630,56,5,448,249,893,50,248
767,1638,3935,56,158,348,162,1193,50,165
768,222,3586,37,95,314,48,1271,22,51
769,3542,456,56,5,161,341,274,21,341
770,4727,2853,56,142,207,249,1193,50,248
771,3876,2754,27,35,216,154,879,0,158
772,3999,915,101,141,241,148,2216,39,153
773,2454,2576,56,5,279,214,563,5,216
774,2543,1660,56,33,325,77,2266,23,81
775,3957,758,39,46,240,299,837,0,112
776,2534,477,56,70,282,108,2285,28,111
777,6899,1907,56,142,376,162,893,50,165
778,5352,259,56,16,201,329,1227,18,328
779,6370,2164,56,142,157,91,726,4,93
780,1809,750,56,158,407,162,893,50,165
781,5311,2518,56,142,318,91,726,4,93
782,5882,3586,37,95,101,48,1316,22,51
783,2247,1971,56,70,412,315,769,56,315
784,1442,1193,56,16,156,335,919,20,335
785,1200,644,35,39,216,160,294,0,163
786,4570,1282,97,133,416,15,44,2,18
787,717,236,56,158,348,336,2087,27,336
788,6602,2348,56,43,187,249,893,50,248
789,385,3583,59,76,233,39,2309,55,42
790,248,275,56,16,182,0,2066,50,0
791,6235,3045,56,57,426,21,324,1,25
792,596,2419,56,142,347,341,274,21,341
793,4854,742,56,70,165,260,1057,66,285
794,4311,629,40,47,233,299,1950,0,112
795,2854,2904,56,142,117,325,1615,21,324
796,5465,456,56,5,161,249,1070,50,248
797,2712,1018,39,46,229,299,403,0,112
798,1440,3033,101,141,205,169,1446,24,172
799,2508,481,56,16,382,187,566,25,191
800,6887,747,56,70,31,249,893,50,248
801,6857,1415,56,16,143,311,1838,56,311
802,2237,2391,56,5,376,231,1021,50,231
803,440,215,80,110,356,308,114,48,250
804,3149,1761,56,142,175,0,2260,50,0
805,2719,1359,56,142,15,162,1193,50,165
806,3607,2333,56,57,356,294,925,21,296
807,6221,1132,56,16,284,17,575,65,20
808,3957,3399,101,141,241,37,638,24,49
809,210,1847,88,120,268,222,978,9,222
810,4393,4074,56,16,377,192,2145,9,196
811,5348,4217,56,99,341,80,1468,44,83
812,2404,135,56,158,348,162,1193,50,165
813,1973,430,56,5,90,76,2285,28,80
814,3670,1129,56,70,165,329,1341,18,328
815,2536,710,56,99,25,164,1307,26,166
816,1676,84,56,43,155,249,893,50,248
817,5585,3082,13,60,233,299,2128,0,112
818,6534,799,56,57,230,252,1021,50,252
819,5225,1839,31,91,138,162,893,50,165
820,6948,904,112,160,74,265,830,42,264
821,1763,387,56,142,175,249,893,50,248
822,4040,2253,50,59,216,154,879,0,158
823,1931,892,56,158,74,321,509,56,322
824,2303,1267,56,43,212,329,1227,18,328
825,2039,905,56,5,338,249,893,50,248
826,5305,2584,56,5,359,173,114,4,176
827,953,804,37,44,355,187,566,25,191
828,4170,2176,117,156,229,299,1565,0,112
829,6455,3654,0,27,171,176,1503,5,104
830,5975,3810,56,158,408,249,1193,50,248
831,1381,919,40,47,240,154,881,0,158
832,3626,627,56,70,335,249,1193,50,248
833,4316,3677,56,158,348,162,893,50,165
834,5721,1757,39,46,240,154,881,0,158
835,2543,1886,56,99,410,144,25,56,149
836,4912,368,37,95,241,37,638,24,49
837,408,4156,72,138,270,238,893,50,237
838,2324,69,56,158,293,249,893,50,248
839,953,1695,5,4,252,330,2126,8,329
840,1612,3526,56,72,119,116,243,30,122
841,1441,4032,101,40,205,169,1446,24,172
842,4421,2858,56,142,51,33,1914,8,37
843,6569,2562,59,76,240,299,886,0,112
844,7387,853,56,70,11,335,576,20,335
845,5305,1308,56,5,45,330,1914,8,329
846,5105,2743,56,99,209,222,1272,9,222
847,3957,2390,56,142,10,242,187,4,241
848,5197,2858,56,142,51,91,726,4,93
849,670,1877,9,11,324,249,857,50,248
850,1381,829,40,47,240,156,895,66,113
851,6065,2101,56,5,2,341,274,21,341
852,1363,3132,56,57,262,17,44,65,20
853,483,2714,56,16,374,287,384,20,290
854,2384,2212,35,39,216,154,879,0,158
855,953,3620,56,16,168,152,545,12,312
856,2551,122,56,43,327,249,893,50,248
857,2711,44,56,16,37,249,893,50,248
858,1254,766,13,60,240,299,741,0,112
859,6741,3586,37,95,314,48,1271,22,51
860,2020,4231,56,33,226,247,1307,26,246
861,557,251,71,103,308,230,2254,7,229
862,4482,2192,56,5,250,308,187,48,250
863,2051,2566,56,5,359,8,563,4,9
864,5827,3642,56,142,63,238,475,50,237
865,426,1877,9,11,324,249,857,50,248
866,187,1107,56,142,231,249,893,50,248
867,3576,896,56,158,74,194,1095,66,198
868,3768,8,56,70,285,249,893,50,248
869,5311,1154,56,99,8,162,1193,50,165
870,1120,2285,56,142,44,249,893,50,248
871,6486,2823,56,33,370,285,985,51,287
872,5311,4153,0,27,268,189,939,9,193
873,700,454,56,5,161,0,1193,50,0
874,3961,2787,74,101,298,315,2054,56,315
875,3983,438,121,96,241,37,1589,24,49
876,2536,3783,31,91,296,249,893,50,248
877,953,2853,56,142,207,249,893,50,248
878,3457,197,31,91,263,128,859,5,224
879,243,1697,56,16,36,249,893,50,248
880,6695,2201,32,138,270,162,893,50,165
881,5465,1815,113,153,73,8,449,4,9
882,5315,1314,56,57,312,249,893,50,248
883,6503,3449,56,70,335,0,893,50,0
884,5831,3011,22,30,350,308,1894,48,250
885,3429,598,56,16,201,249,893,50,248
886,6199,2647,56,142,276,91,726,4,93
887,5975,3810,56,158,215,162,893,50,165
888,1165,1190,76,136,216,57,1229,3,60
889,2250,3096,31,91,272,217,1597,27,218
890,1896,2393,56,5,436,249,1193,50,248
891,4040,3582,61,78,216,154,879,0,158
892,981,1987,105,145,222,299,886,0,112
893,5717,2929,101,141,241,169,1314,24,172
894,2543,3330,9,11,296,0,893,50,0
895,4709,2051,56,142,223,249,893,50,248
896,783,1017,74,101,250,241,1030,8,240
897,3893,1490,56,5,338,0,1189,50,0
898,243,2452,56,16,345,162,893,50,165
899,2245,1156,60,77,233,299,847,0,112
900,3403,619,56,142,175,249,893,50,248
901,2725,2299,56,5,82,0,893,50,0
902,1120,2023,56,158,215,162,893,50,165
903,2543,3000,56,33,202,164,1307,26,166
904,1813,2460,56,70,335,249,893,50,248
905,723,3378,56,142,15,249,893,50,248
906,5503,2834,56,43,228,162,893,50,165
907,4571,112,56,33,440,249,893,50,248
908,2561,90,31,91,296,162,893,50,165
909,248,540,57,71,56,308,2225,48,250
910,2988,2819,74,101,298,326,1995,19,325
911,3925,1847,88,120,268,222,978,9,222
912,4207,935,56,5,62,144,2158,56,149
913,1358,556,56,16,37,0,2258,50,0
914,3957,83,56,43,155,276,2087,27,276
915,6657,3736,100,137,397,218,2333,57,219
916,5619,1277,56,5,93,207,2285,28,181
917,133,3447,56,33,440,207,2285,28,181
918,4314,1276,56,16,37,249,893,50,248
919,1200,3240,35,39,216,299,1781,0,112
920,1171,372,56,70,335,0,893,50,0
921,6764,2282,40,47,219,154,881,0,158
922,2165,1762,56,70,335,249,1193,50,248
923,5465,157,56,142,157,269,1505,4,268
924,3154,931,94,128,216,156,995,66,113
925,5311,3202,56,43,228,249,1081,50,248
926,26,2802,56,16,281,316,300,20,316
927,5391,2375,56,33,440,249,893,50,248
928,999,2794,115,106,6,201,1525,39,180
929,1120,577,56,43,228,162,893,50,165
930,6045,1614,56,70,282,162,1193,50,165
931,3839,2918,56,70,31,325,1717,21,324
932,6882,2030,56,33,269,0,893,50,0
933,1173,3419,87,119,219,156,895,66,113
934,3505,3008,112,104,337,304,1709,58,305
935,2456,3013,56,57,189,144,1105,56,149
936,2602,3636,56,142,376,249,893,50,248
937,6532,2252,108,147,84,249,893,50,248
938,529,378,56,16,270,31,107,65,156
939,1365,1402,105,145,222,75,1002,66,59
940,2705,2477,56,33,29,82,1359,19,85
941,6882,385,56,43,228,231,1517,50,231
942,4418,3630,56,5,448,162,893,50,165
943,5407,100,56,43,155,249,893,50,248
944,5096,959,56,5,448,249,893,50,248
945,2020,112,56,33,440,249,893,50,248
946,4330,1152,56,16,201,329,1227,18,328
947,1120,3117,56,5,436,0,435,50,0
948,2837,1657,56,5,330,216,1336,23,217
949,2603,1943,9,65,57,249,2111,50,248
950,2543,3010,56,33,379,249,194,50,248
951,4794,3743,56,142,207,144,2158,56,149
952,3853,3630,56,5,448,249,893,50,248
953,7416,3371,56,99,56,0,893,50,0
954,4041,1994,56,142,419,162,893,50,165
955,5451,2216,37,95,282,186,1057,66,190
956,6534,2570,56,5,250,8,1231,4,9
957,6500,1382,121,166,442,37,2319,24,49
958,2535,1782,56,5,421,325,960,21,324
959,122,1001,56,70,99,121,11,20,127
960,781,234,56,142,139,0,2066,50,0
961,1808,1200,117,156,418,341,2110,21,341
962,6930,2549,47,56,216,299,1781,0,112
963,2073,1148,95,129,390,56,663,29,58
964,6764,365,110,151,229,154,881,0,158
965,1353,1823,121,96,268,298,2281,9,300
966,6808,4014,56,99,309,233,446,4,78
967,6695,3620,56,16,313,174,2154,50,177
968,953,3910,56,57,312,341,274,21,341
969,6947,1008,119,162,233,299,1009,0,112
970,2866,429,56,142,423,315,2127,56,315
971,1255,2834,56,43,228,249,1081,50,248
972,5803,875,61,78,216,154,879,0,158
973,4913,1471,123,170,205,283,1507,24,286
974,3084,3541,56,70,335,317,893,50,171
975,6080,963,37,95,448,186,1057,66,190
976,119,1847,88,120,268,222,978,9,222
977,1593,3784,56,158,348,176,34,5,104
978,7300,3593,1,0,111,0,1104,50,0
979,5644,430,56,5,90,108,2285,28,111
980,201,2426,61,78,216,154,798,0,158
981,2543,3944,9,11,325,325,1615,21,324
982,7371,3744,56,5,85,210,247,37,212
983,533,2399,56,33,211,162,1204,50,165
984,379,413,56,5,90,0,893,50,0
985,5305,373,56,5,319,242,1584,4,241
986,1369,895,81,111,219,154,881,0,158
987,5768,2034,50,59,216,57,1841,3,60
988,6715,2306,56,142,318,269,1505,4,268
989,1676,1267,56,43,114,276,831,27,276
990,6133,2358,56,43,265,231,893,50,231
991,4508,1426,56,43,228,249,893,50,248
992,5903,2779,56,142,157,249,1193,50,248
993,2816,3235,56,158,215,231,1021,50,231
994,5105,3028,56,33,427,0,893,50,0
995,2153,2993,56,70,370,341,1561,21,341
996,4170,1049,56,99,309,220,1898,48,22
997,2622,2467,56,16,369,125,2030,27,130
998,6645,1028,56,43,228,317,1883,50,171
999,3099,1805,56,16,198,249,893,50,248
1000,3224,548,22,30,51,241,1914,8,240
1001,1809,62,56,5,93,249,893,50,248
1002,4664,1267,56,43,212,120,1331,18,126
1003,6329,3274,56,16,156,215,2179,20,65
1004,1441,3868,101,141,241,236,1314,24,235
1005,4322,3630,56,5,448,249,1070,50,248
1006,4735,1135,56,57,356,249,893,50,248
1007,5941,1488,67,85,259,299,1430,0,112
1008,473,430,56,5,423,276,2087,27,276
1009,2573,2091,50,59,216,299,1746,0,112
1010,2543,470,56,33,379,317,1450,50,171
1011,6422,372,56,70,335,249,1193,50,248
1012,5717,888,101,141,241,169,1314,24,172
1013,1747,627,56,70,335,249,893,50,248
1014,136,3391,56,99,56,249,893,50,248
1015,5232,606,56,142,419,44,1306,1,46
1016,109,495,56,142,10,8,1231,4,9
1017,2223,1054,126,175,216,154,879,0,158
1018,6695,1287,56,70,370,285,985,51,287
1019,3223,1529,112,152,183,54,1875,1,56
1020,7092,759,58,75,219,154,881,0,158
1021,5311,2234,85,115,259,156,955,66,113
1022,2051,2202,100,137,391,169,790,24,172
1023,7179,2779,56,142,157,249,893,50,248
1024,4811,2584,56,5,359,308,1819,48,250
1025,110,495,56,142,10,194,1671,66,198
1026,6068,3953,56,158,348,162,893,50,165
1027,39,99,56,72,59,309,145,64,66
1028,3957,1277,56,5,90,108,1029,28,111
1029,414,521,56,142,376,0,893,50,0
1030,6191,1377,56,142,169,5,2118,4,6
1031,828,1349,56,5,275,341,59,21,341
1032,4040,87,90,123,240,299,574,0,112
1033,1686,2936,123,170,205,36,2178,24,40
1034,123,1554,112,152,78,162,559,50,165
1035,530,2247,125,29,341,194,2002,66,198
1036,3957,1907,56,5,376,164,1307,26,166
1037,5524,3666,13,174,219,156,895,66,113
1038,3773,1926,74,101,404,334,1635,4,334
1039,286,1213,56,142,406,192,679,9,196
1040,1606,1600,56,43,351,249,893,50,248
1041,4094,4156,32,138,270,249,893,50,248
1042,6595,909,39,46,219,299,886,0,112
1043,3652,1385,56,5,338,207,2285,28,181
1044,4813,3934,56,99,20,249,893,50,248
1045,7092,1210,58,75,240,154,881,0,158
1046,6191,1308,56,5,136,214,1914,5,216
1047,5832,2802,56,16,281,316,300,20,316
1048,6191,2471,56,5,181,269,1201,4,268
1049,7456,3448,56,142,110,308,2225,48,250
1050,4873,827,56,142,423,317,1726,50,171
1051,1189,669,41,48,233,299,2120,0,112
1052,2628,2352,56,99,432,330,1914,8,329
1053,4894,2892,56,70,39,287,384,20,290
1054,904,4181,56,57,238,247,1307,26,246
1055,1221,4229,65,83,90,162,893,50,165
1056,6590,2310,124,68,222,75,1002,66,59
1057,5691,747,56,70,31,249,893,50,248
1058,192,2216,56,70,282,0,1409,50,0
1059,2628,1886,56,99,410,144,25,56,149
1060,5128,204,56,5,448,249,1214,50,248
1061,761,1085,0,27,444,192,1232,9,196
1062,224,2596,56,142,157,242,187,4,241
1063,4373,4014,56,99,309,308,114,48,250
1064,6221,235,80,110,207,162,893,50,165
1065,4987,593,56,99,20,308,114,48,250
1066,5105,43,5,4,73,284,1780,49,48
1067,4239,1156,46,54,233,299,641,0,112
1068,5254,3277,56,142,355,162,893,50,165
1069,5081,2388,56,158,257,249,893,50,248
1070,876,328,56,5,207,249,1193,50,248
1071,2866,1914,56,5,413,5,1324,4,6
1072,2628,841,44,150,325,94,792,2,96
1073,6065,1732,121,96,268,189,939,9,193
1074,2964,1395,121,96,441,3,1269,34,4
1075,6191,3123,114,154,268,189,2057,9,193
1076,4738,1624,56,5,311,193,373,43,197
1077,4645,3999,56,158,366,305,44,65,306
1078,1858,2493,56,16,439,249,893,50,248
1079,7140,3908,56,5,448,162,893,50,165
1080,7129,3168,31,91,263,19,965,27,23
1081,5608,1719,56,43,364,0,1193,50,0
1082,3999,250,100,137,179,214,991,5,216
1083,3781,2562,59,76,240,299,886,0,112
1084,1545,3867,124,68,154,341,963,21,341
1085,303,2573,56,5,206,308,1568,48,250
1086,4886,831,56,158,348,108,1970,28,111
1087,3430,595,56,16,341,301,384,20,302
1088,5257,3768,56,158,348,249,893,50,248
1089,3445,488,56,5,69,242,1737,4,241
1090,7344,4053,56,5,2,249,1193,50,248
1091,5724,509,39,46,240,156,895,66,113
1092,321,3657,56,70,99,231,1021,50,231
1093,248,1543,56,142,430,249,893,50,248
1094,671,997,56,16,345,162,1193,50,165
1095,6382,1586,56,142,231,249,1193,50,248
1096,68,328,56,142,207,121,327,20,127
1097,5741,856,45,124,240,154,881,0,158
1098,1526,3916,31,91,296,164,1307,26,166
1099,2454,3743,56,142,140,144,1391,56,149
1100,3070,2033,56,70,335,249,893,50,248
1101,1120,2078,37,44,357,162,936,50,165
1102,670,3936,56,99,186,249,1081,50,248
1103,7456,2593,56,5,337,315,2075,56,315
1104,907,1914,56,5,413,5,1324,4,6
1105,953,3987,56,57,312,162,893,50,165
1106,3957,1472,22,30,248,266,2238,65,265
1107,6882,1802,56,33,379,325,1615,21,324
1108,5543,241,56,16,345,162,893,50,165
1109,958,209,71,103,376,162,893,50,165
1110,3768,375,56,16,308,45,2044,40,47
1111,456,4074,56,16,377,189,1175,9,193
1112,3502,2024,56,43,327,0,49,50,0
1113,5465,2182,22,30,69,173,149,4,176
1114,5311,2781,56,158,195,222,274,9,222
1115,3154,3886,94,128,216,154,895,0,158
1116,2837,1710,56,5,87,132,489,23,136
1117,3004,2687,56,16,374,316,919,20,316
1118,5305,2567,56,142,32,20,1605,4,24
1119,3961,447,56,5,161,162,893,50,165
1120,2269,154,56,16,36,322,82,5,320
1121,7195,208,56,16,242,162,893,50,165
1122,1886,1451,39,46,233,154,2031,0,158
1123,3768,2416,56,16,329,294,1898,21,296
1124,1500,3456,67,85,240,160,2174,0,163
1125,1120,4193,56,33,379,249,893,50,248
1126,1120,2326,97,133,416,95,893,2,97
1127,7460,3162,100,137,268,298,767,9,300
1128,562,3997,56,16,1,231,1735,50,231
1129,4845,2177,56,5,260,194,1095,66,198
1130,1061,2001,9,11,236,315,1091,56,315
1131,6795,1727,56,158,314,48,1618,22,51
1132,5155,1844,56,158,251,48,1618,22,51
1133,50,3908,56,5,448,249,893,50,248
1134,109,4151,56,99,321,194,1095,66,198
1135,1440,3033,101,141,205,151,1507,24,29
1136,68,3912,37,44,373,25,2181,65,30
1137,7092,2403,58,75,233,156,895,66,113
1138,4497,1940,56,43,265,207,2285,28,181
1139,7218,1496,22,30,413,242,187,4,241
1140,953,2082,56,142,231,249,1204,50,248
1141,7091,430,56,5,90,276,2087,27,276
1142,1587,4015,51,62,241,37,870,24,49
1143,1334,4176,49,58,222,75,1002,66,59
1144,4389,2711,71,103,169,162,893,50,165
1145,2543,2773,7,61,211,41,570,4,43
1146,760,568,22,30,27,13,1198,65,15
1147,5738,2464,90,123,219,156,895,66,113
1148,7188,31,56,33,226,164,1307,26,166
1149,4016,1968,56,5,260,194,1095,66,198
1150,6074,2358,56,43,265,238,1021,50,237
1151,5736,3776,103,97,240,154,881,0,158
1152,841,996,56,163,151,37,638,24,49
1153,4936,2699,56,5,206,269,1505,4,268
1154,390,1516,39,46,233,39,2309,55,42
1155,4452,2618,56,5,51,20,1780,4,24
1156,5166,507,37,44,342,162,893,50,165
1157,2340,2856,56,16,345,325,274,21,324
1158,4070,2037,56,142,376,162,893,50,165
1159,2012,1942,56,16,37,336,2087,27,336
1160,349,652,60,77,240,156,895,66,113
1161,4417,492,56,43,362,249,1081,50,248
1162,2624,3592,56,57,426,162,893,50,165
1163,2126,1922,6,163,361,131,2121,34,131
1164,5686,3144,56,158,320,144,1513,56,149
1165,6896,2200,98,134,222,156,895,66,113
1166,244,2543,56,158,348,276,2087,27,276
1167,216,2690,56,158,257,0,1070,50,0
1168,2198,3801,124,68,154,172,768,44,175
1169,210,1085,0,27,444,192,1232,9,196
1170,513,631,56,158,407,162,1193,50,165
1171,2674,2421,40,130,219,299,153,0,112
1172,2245,1156,60,107,233,299,847,0,112
1173,1507,4114,56,99,271,321,2158,56,322
1174,3773,1909,56,5,413,242,1848,4,241
1175,7254,3028,56,33,427,249,1193,50,248
